Unnamed: 0,"N [12,18)","% [12,18)","N [18,45)","% [18,45)","N [45,65)","% [45,65)","N [65,80)","% [65,80)","N [80,Inf)","% [80,Inf)",total,% total
2020-51,0,0.0,2,0.0115546825350973,1,0.00654321795459007,0,0.0,3,0.0989772352358957,6,0.0122331641078965
2020-52,0,0.0,10,0.0577734126754867,11,0.0719753975004907,17,0.2470571137916,67,2.210491586935,105,0.214080371888189
2021-00,0,0.0,12,0.0693280952105841,14,0.0916050513642609,17,0.2470571137916,68,2.2434839986803,111,0.226313535996085
2021-01,0,0.0,157,0.907042579005142,223,1.45913760387359,42,0.610376398779247,164,5.41075552622897,586,1.19477236120456
2021-02,0,0.0,381,2.20116702293604,460,3.00988025911143,59,0.857433512570847,173,5.70768723193665,1073,2.18769751462883
2021-03,0,0.0,462,2.66913166560749,560,3.66420205457044,82,1.19168725475948,216,7.12636093698449,1320,2.69129610373723
2021-04,0,0.0,486,2.80778785602866,583,3.81469606752601,87,1.26435111175701,219,7.22533817222039,1375,2.80343344139295
2021-05,0,0.0,526,3.0388815067306,607,3.97173329843617,87,1.26435111175701,219,7.22533817222039,1439,2.93392052521051
2021-06,1,0.0152835090936879,675,3.89970535559535,745,4.8746973761696,97,1.40967882575207,222,7.32431540745629,1740,3.54761759128999
2021-07,2,0.0305670181873758,838,4.84141198220579,957,6.26185958254269,127,1.84566196773725,245,8.08314087759815,2169,4.42228882500459
2021-08,3,0.0458505272810637,1131,6.53417297359755,1206,7.89112085323562,248,3.60412730707746,563,18.5747278126031,3151,6.42445001733032
2021-09,3,0.0458505272810637,1366,7.89184817147149,1334,8.72865275142315,287,4.17090539165819,820,27.0537776311448,3810,7.76805920851428
2021-10,3,0.0458505272810637,1566,9.04731642498122,1462,9.56618464961068,310,4.50515913384683,932,30.7489277466183,4273,8.71205170550696
2021-11,3,0.0458505272810637,1590,9.18597261540239,1491,9.75593797029379,322,4.67955239064089,986,32.5305179808644,4392,8.95467612698024
2021-12,3,0.0458505272810637,1637,9.45750765497718,1880,12.3012497546293,517,7.51344281354454,1275,42.0653249752557,5312,10.8304279568577
2021-13,4,0.0611340363747516,1675,9.67704662314403,2446,16.0047111169273,784,11.3936927772126,2037,67.2055427251732,6946,14.1619263155749
2021-14,4,0.0611340363747516,1701,9.82725749610029,2912,19.0538506837663,1513,21.9880831274524,2684,88.5516331243814,8814,17.9705180745
2021-15,5,0.0764175454684396,1729,9.98902305159166,3192,20.8859517110515,2836,41.2149396889987,2750,90.7291322995711,10512,21.4325035170347
2021-16,5,0.0764175454684396,1767,10.2085620197585,3317,21.7038539553753,3544,51.5041418398489,2777,91.6199274166942,11410,23.2634004118499
2021-17,5,0.0764175454684396,1804,10.4223236466578,3446,22.5479290715174,4591,66.7199534951315,2796,92.2467832398548,12642,25.7752767753379
2021-18,5,0.0764175454684396,1833,10.5898665434167,3992,26.1205260747235,5611,81.5433803226275,2806,92.5767073573078,14247,29.0476481742003
2021-19,5,0.0764175454684396,1882,10.8729562655266,5605,36.6747366354773,5876,85.3945647434966,2818,92.9726162982514,16186,33.0009990417355
2021-20,6,0.0917010545621275,1992,11.508463804957,7003,45.8221553359942,5961,86.6298503124546,2818,92.9726162982514,17780,36.2509429730666
2021-21,7,0.106984563655815,2033,11.7453347969265,7878,51.5474710462606,6017,87.4436855108269,2823,93.1375783569779,18758,38.2449487226538
2021-22,8,0.122268072749503,2136,12.340400947484,8752,57.2662435385723,6056,88.0104635954076,2828,93.3025404157044,19780,40.3286643423655
2021-23,11,0.168118600030567,2413,13.940724478595,10527,68.8804554079696,6101,88.6644383083854,2832,93.4345100626856,21884,44.6184272228679
2021-24,20,0.305670181873758,3812,22.0232249118955,11536,75.482562324151,6157,89.4782735067577,2834,93.5004948861762,24359,49.6646074173752
2021-25,28,0.427938254623261,5151,29.7590848691432,11928,78.0475037623503,6189,89.9433221915419,2835,93.5334872979215,26131,53.2774685505739
2021-26,51,0.779458963778083,6758,39.0432722860939,12225,79.9908394948636,6217,90.3502397907281,2837,93.5994721214121,28088,57.2675189104328
2021-27,173,2.64404707320801,7903,45.6583280374372,12378,80.9919518419158,6234,90.5972969045197,2837,93.5994721214121,29525,60.1973617142741
2021-28,230,3.51520709154822,8778,50.7135016465423,12504,81.8163973041942,6249,90.8152884755123,2838,93.6324645331574,30599,62.3870980895875
2021-29,333,5.08940852819807,9417,54.4052227165059,12604,82.4707190996532,6260,90.9751489609068,2840,93.698449356648,31454,64.1303239749628
2021-30,512,7.82515665596821,10243,59.1773066035011,12718,83.2166459464765,6269,91.1059439035024,2842,93.7644341801386,32584,66.4342365486166
2021-31,1329,20.3117835855112,11048,63.8280663238777,12822,83.8971406137538,6280,91.265804388897,2843,93.7974265918839,34322,69.9777764185373
2021-32,2607,39.8441082072444,11505,66.4683112831475,12947,84.7150428580776,6284,91.323935474495,2844,93.8304190036292,36187,73.7802515954085
2021-33,3180,48.6015589179276,11796,68.1495175920042,13056,85.4282536151279,6293,91.4547304170905,2846,93.8964038271198,37171,75.7864905091035
2021-34,3506,53.5839828824698,11961,69.1027789011497,13127,85.8928220899038,6297,91.5128615026886,2849,93.9953810623556,37740,76.946602238669
2021-35,3880,59.3000152835091,12147,70.1773643769137,13174,86.2003533337696,6304,91.6145909024851,2849,93.9953810623556,38354,78.1984626990438
2021-36,4243,64.8479290845178,12345,71.3212779478884,13206,86.4097363083164,6307,91.6581892166836,2850,94.028373474101,38951,79.4156625277795
2021-37,4435,67.7823628305059,12529,72.3843087411173,13236,86.6060328469541,6313,91.7453858450806,2850,94.028373474101,39363,80.255673129855
2021-38,4557,69.6469509399358,12640,73.0255936218152,13256,86.7368972060459,6318,91.8180497020782,2851,94.0613658858463,39622,80.7837380471792
2021-39,4620,70.6098120128381,12717,73.4704488994165,13268,86.815415821501,6320,91.8471152448772,2851,94.0613658858463,39776,81.0977225926153
2021-40,4685,71.6032401039279,12806,73.9846322722283,13295,86.9920827062749,6323,91.8907135590757,2852,94.0943582975916,39961,81.4749118192754
2021-41,4729,72.2757145040501,12882,74.423710208562,13311,87.0967741935484,6325,91.9197791018747,2852,94.0943582975916,40099,81.756274593757
2021-42,4775,72.9787559223598,12958,74.8627881448957,13318,87.1425767192305,6326,91.9343118732742,2852,94.0943582975916,40229,82.0213264827614
2021-43,4816,73.605379795201,13026,75.255647351089,13332,87.2341817705948,6328,91.9633774160732,2852,94.0943582975916,40354,82.2761840683426
